race,rank,allegation_count,civilian_compliment_count,current_badge,current_salary,honorable_mention_count,unsustained_count
White,Lieutenant of Police,8,1,277,87198,4,3
White,Police Officer,3,1,15704,93354,1,2
Black,Police Officer,3,1,17704,84054,14,1
White,Sergeant of Police,2,3,421,104628,10,0
Hispanic,"",0,0,13734,48078,0,0
White,Sergeant of Police,14,3,772,104628,40,2
Hispanic,Police Officer,12,5,7966,87006,6,4
White,Police Officer,30,1,10890,78012,50,9
Black,Police Officer,0,0,15486,76266,3,0
White,Police Officer,11,1,11970,87006,63,1
White,Police Officer,9,1,4321,83604,2,6
White,Sergeant of Police,7,4,1843,101442,51,1
Hispanic,Police Officer as Detective,13,2,21398,103932,21,8
White,Sergeant of Police,50,3,1611,107988,29,35
Hispanic,Police Officer,1,1,18462,80016,11,0
Hispanic,Police Officer,6,5,19409,86130,12,3
White,Police Officer,1,0,15085,48078,0,0
White,Police Officer,1,2,15984,90024,12,1
White,Police Officer,0,0,15647,72510,1,0
Black,Police Officer / Field Training Officer,56,4,7229,76764,4,35
White,Police Officer,0,0,12124,72510,3,0
White,Police Officer,10,9,14475,90024,19,1
White,"",0,0,7935,48078,0,0
Black,Police Officer,13,6,18897,93354,21,5
Asian/Pacific,Police Officer,15,3,18316,93354,15,10
White,Police Officer,1,2,17019,80016,22,0
Hispanic,Police Officer,7,1,14161,87006,5,0
Black,Sergeant of Police,41,4,1004,107988,30,19
Black,Sergeant of Police,14,4,2660,111474,12,5
White,Police Officer,47,0,19804,75726,41,22
Black,Police Officer,9,1,17907,93354,13,6
Black,Police Officer,15,4,14222,87006,25,1
White,Police Officer,2,0,11751,84054,12,0
Asian/Pacific,Police Officer,0,0,17354,48078,2,0
White,Police Officer,25,6,17201,90024,19,4
Black,Police Officer,8,1,11165,93240,2,2
Black,Police Officer,26,2,6191,90024,26,7
Hispanic,Police Officer,34,1,6255,83706,1,20
Black,Police Officer,0,3,14814,90024,3,0
White,Police Officer,11,1,7504,90024,86,4
Asian/Pacific,Sergeant of Police,15,10,2351,104628,57,6
Hispanic,Police Officer,34,10,3548,96060,19,22
White,Sergeant of Police,20,2,2577,101958,6,9
Hispanic,Police Officer as Detective,62,5,21072,100980,8,24
Hispanic,Police Officer,0,0,17073,72510,5,0
White,Police Officer,2,2,15194,68262,10,0
White,Police Officer,14,5,1924,90024,88,4
Hispanic,Police Officer,5,6,5047,87006,48,3
Black,Police Officer,2,0,19656,72510,7,0
White,Police Officer as Detective,5,2,20255,97440,6,4
Hispanic,Police Officer,7,3,6758,90024,8,2
Black,Police Officer as Detective,14,2,20278,102900,2,6
White,Police Officer,0,0,17284,48078,0,0
White,Police Officer as Detective,7,5,20660,97440,4,3
Hispanic,Sergeant of Police,55,4,976,107988,70,24
Asian/Pacific,Police Officer,0,0,7888,84054,11,0
Hispanic,Police Officer,13,4,9084,87006,68,3
White,Police Officer,0,1,7658,96060,8,0
Hispanic,Detective,10,17,20004,97440,13,4
White,Sergeant of Police,9,6,1463,101442,83,0
White,Police Officer,23,4,14768,90024,56,9
Black,Police Officer,5,1,10484,95106,10,3
Hispanic,Police Officer,2,1,7262,89130,1,1
White,Police Officer,23,19,19812,93354,13,11
White,Police Officer,0,0,19793,48078,1,0
White,Police Officer,5,7,3829,84054,106,1
Black,Police Officer,9,1,15048,90024,14,2
White,Police Officer,2,0,6959,84054,12,0
Hispanic,Police Officer,22,5,4849,90024,15,8
White,Police Officer,6,5,15159,81588,28,2
White,Police Officer,7,2,18685,87006,36,1
Black,Police Officer,35,0,18695,79926,5,22
Black,Police Officer,7,2,5441,87006,57,1
Hispanic,Sergeant of Police,49,6,2330,107988,84,26
White,Police Officer,1,0,15199,72510,3,0
White,Police Officer,0,0,17217,76266,5,0
White,Police Officer,7,2,3057,93354,42,4
White,Police Officer,24,3,12580,87006,86,7
Black,Sergeant of Police,51,5,912,111474,43,26
White,Police Officer,6,2,14269,90024,55,3
White,Police Officer,3,1,12624,87006,10,1
Hispanic,Police Officer,6,6,18978,90024,12,2
Hispanic,Police Officer as Detective,8,2,21150,100980,15,4
Black,Police Officer,11,5,12185,87006,41,2
White,Police Officer,22,11,4895,95106,9,10
Black,Police Officer,8,1,14872,93354,1,6
Black,Police Officer,12,1,10122,90024,1,7
White,Police Officer,10,11,19043,93354,15,3
White,Police Officer,13,4,5533,93354,37,7
Black,Police Officer,35,3,18642,92430,89,12
White,Lieutenant of Police,48,14,606,125190,31,30
Hispanic,Police Officer,9,3,3024,87006,33,0
Black,Police Officer as Detective,19,1,21175,103932,2,15
White,Police Officer,26,6,19055,90024,23,14
Black,Police Officer,6,3,17198,87006,15,2
Hispanic,Police Officer,4,0,17843,80016,10,0
White,Police Officer,13,1,6370,96060,13,3
White,Police Officer Assigned Canine Handler,7,0,7812,87888,6,4
Black,Police Officer,12,1,18307,93354,12,9
White,Police Officer,21,5,19454,93354,34,8
Hispanic,Sergeant of Police,23,0,1944,90348,1,16
White,Police Officer as Detective,44,3,20932,97440,23,8
White,Police Officer,1,2,16565,87006,56,1
White,Police Officer,20,1,12977,93354,48,12
Black,Police Officer,9,5,17961,93354,10,4
Hispanic,"",0,0,8084,48078,0,0
White,Police Officer,21,1,11476,68262,20,4
White,Police Officer Assigned Evidence Technician,3,3,13131,98052,21,1
White,Police Officer,1,23,17751,87006,19,0
Black,Police Officer,3,1,11103,87006,16,1
Black,Police Officer,0,0,17012,48078,0,0
Black,Police Officer,25,3,15888,96060,5,16
White,Sergeant of Police,15,3,1526,102978,3,11
Hispanic,"",0,0,7383,48078,0,0
Black,Police Officer,3,1,5502,90024,0,0
White,Police Officer,2,3,9019,87006,25,0
Black,Police Officer,4,18,14049,90024,13,1
Black,Police Officer,39,1,18302,93354,5,8
White,Police Officer,7,19,11562,96060,2,4
Black,Police Officer,1,0,19210,48078,0,1
Black,Police Officer as Detective,17,4,20794,90540,5,13
White,Police Officer,19,4,16314,87006,31,2
White,Police Officer,12,3,13022,87006,45,3
Black,Police Officer,10,11,19506,92430,11,6
Hispanic,Police Officer,2,5,13723,90024,5,2
White,Sergeant of Police,4,4,1721,107988,2,0
White,Police Officer,6,3,11386,87006,30,0
Hispanic,Police Officer,0,0,14509,68616,4,0
White,Police Officer / Field Training Officer,8,0,9937,40416,2,8
White,Police Officer,5,1,7348,87006,34,2
White,Police Officer,0,0,11179,72510,2,0
White,Police Officer,2,1,9008,81588,17,0
Hispanic,Police Officer,1,2,10772,84054,23,0
White,Police Officer,0,3,16893,90024,6,0
Black,Police Officer,6,0,3547,82878,0,3
Hispanic,Police Officer,0,0,9505,68616,1,0
Black,Police Officer,8,1,7242,87006,10,1
White,Sergeant of Police,5,3,1659,111474,6,1
Black,Police Officer,106,2,4640,93354,105,51
White,Police Officer as Detective,1,1,20746,99978,5,0
White,Police Officer,0,2,17137,80016,15,0
Hispanic,Police Officer,7,4,9882,87006,8,3
White,Sergeant of Police,5,4,989,104628,6,3
Hispanic,Sergeant of Police,7,4,1431,104628,15,4
Hispanic,Police Officer,2,1,19671,75372,20,0
Hispanic,Police Officer,4,4,4743,90024,17,1
White,Police Officer,23,5,7048,96060,50,9
Hispanic,Police Officer,4,5,1225,87006,47,1
White,Police Officer,13,5,15626,93354,95,4
Black,Sergeant of Police,62,5,1772,111474,51,49
Hispanic,Police Officer,0,0,16272,48078,0,0
Black,Police Officer,12,11,13346,90024,14,2
Hispanic,Police Officer,28,4,16327,90024,130,6
White,Police Officer,3,4,18409,90024,7,2
White,Police Officer,0,0,3377,84054,13,0
Asian/Pacific,Police Officer,10,1,14784,90024,21,3
White,Police Officer,5,8,3785,83706,11,2
Black,Lieutenant of Police,14,5,240,125190,2,6
Asian/Pacific,"",0,0,10472,48078,0,0
Black,Police Officer,15,3,9611,90024,8,7
White,Police Officer,24,1,7800,78006,3,13
White,Police Officer,22,6,8730,93354,7,11
White,Police Officer,8,1,3596,83220,43,4
Hispanic,Police Officer,8,4,16074,90024,7,1
White,Police Officer,8,7,5543,90024,49,2
White,Sergeant of Police,2,2,2620,107988,3,1
White,Police Officer,41,3,4799,92430,30,19
Asian/Pacific,Police Officer,29,6,18379,93354,20,7
White,Police Officer,17,3,17276,90024,49,6
Hispanic,Police Officer,2,1,18255,80016,11,0
White,Police Officer,1,6,12767,96060,2,1
White,Sergeant of Police,33,0,1294,93276,4,25
Hispanic,Police Officer,1,4,10331,87006,46,0
Hispanic,Police Officer,5,5,17337,87006,48,0
White,Police Officer,21,3,18367,90024,46,9
Hispanic,Police Officer,1,0,18933,80016,16,0
White,Police Officer / Explosives Detective Canine Handler,13,8,9197,94524,60,2
White,Police Officer,15,6,7881,90024,97,4
White,Police Officer,12,3,18715,90024,31,4
White,Sergeant of Police,17,6,1499,107988,31,11
Hispanic,Police Officer Assigned Evidence Technician,14,2,9314,100980,13,8
White,Deputy Chief,37,13,92,170112,6,21
Black,Police Officer,0,1,15320,72510,1,0
White,Police Officer,2,5,16254,84054,47,1
White,Police Officer,7,4,17808,87006,64,0
White,Police Officer,3,0,12720,45732,18,1
Black,Police Officer,2,3,6079,84054,14,1
Hispanic,Police Officer as Detective,25,3,20590,100980,2,15
White,Police Officer / Marine Officer,4,11,16832,91338,42,1
Hispanic,Police Officer,0,1,17872,76266,7,0
Hispanic,Police Officer,0,0,10093,68616,7,0
Hispanic,Police Officer,1,0,9929,68616,2,0
White,Police Officer,7,3,8382,87006,48,2
Black,Police Officer,5,2,6348,94524,7,1
Black,Police Officer,25,2,19337,90024,91,13
Black,Police Officer,55,3,7590,93354,12,35
White,Police Officer,13,1,12946,68262,6,3
Hispanic,Police Officer,7,2,14790,93354,42,2
Hispanic,Police Officer,7,6,8865,87006,65,0
White,Police Officer,2,0,7644,72510,17,0
Hispanic,Police Officer,28,1,19969,93354,43,20
White,Police Officer,12,4,6243,75816,0,7
Black,Police Officer,15,1,9607,87006,39,5
Black,Police Officer,7,1,14198,87006,25,3
Black,Police Officer,24,3,9680,96060,3,13
Black,Police Officer,21,2,19050,93354,14,7
Black,Police Officer,2,2,13687,68382,17,1
White,Police Officer,21,9,15310,93354,10,12
White,Police Officer,7,5,8669,87006,100,1
Black,Police Officer,18,2,17489,95106,4,6
Unknown,Police Officer,0,0,14679,48078,0,0
White,Lieutenant of Police,11,6,496,92130,40,7
White,Police Officer,0,0,17311,72510,7,0
White,Police Officer,21,7,8467,96060,10,12
White,Police Officer,7,6,9937,90024,2,2
Black,Police Officer,28,1,5303,92316,4,17
Black,Police Officer / Field Training Officer,15,2,5380,94524,24,4
White,Sergeant of Police,27,6,1552,107988,16,13
White,"",0,0,11199,48078,0,0
White,Police Officer,57,2,5310,93354,109,30
White,Police Officer,38,0,18828,70656,7,16
White,Police Officer,30,8,16492,89130,4,18
Black,Police Officer,3,4,19273,87006,5,0
Hispanic,Sergeant of Police,21,5,2519,111474,28,14
Hispanic,Police Officer,24,3,8300,90024,16,10
White,Police Officer,0,1,18849,76266,11,0
White,Police Forensic Investigator I,5,4,17629,114846,2,2
White,Police Officer,9,4,9163,87006,65,0
White,Police Officer,1,1,13189,84054,12,0
White,Police Officer,10,4,19879,93354,7,1
Black,Sergeant of Police,36,3,2642,111474,13,23
White,Police Officer as Detective,8,3,20357,103932,2,5
White,Police Officer,9,2,6971,87006,66,2
White,Police Officer,14,1,10594,73116,0,9
White,Police Officer as Detective,15,3,21277,103932,2,12
Black,Police Officer,16,0,7322,70656,9,9
Black,Police Officer,1,4,11213,80016,17,0
White,Police Officer,11,12,14469,87006,115,2
White,Sergeant of Police,5,2,2184,98184,43,2
White,Police Officer,13,5,2026,87006,79,4
Hispanic,"",0,0,16367,48078,0,0
White,Police Officer as Detective,19,2,20652,100980,9,14
White,Sergeant of Police,51,2,1273,104628,63,12
White,Police Officer as Detective,6,2,20861,97440,7,2
White,Police Officer,7,5,14064,87006,79,3
White,Sergeant of Police,26,5,1612,104628,43,3
White,Police Officer,12,2,8521,96060,12,5
White,Police Officer,6,5,10728,87006,32,1
Black,Police Officer,17,0,2956,83706,8,9
Hispanic,Police Officer,7,6,19149,93354,3,2
White,Police Officer,35,3,7043,90024,77,9
Black,Police Officer,24,1,13842,96060,17,16
Hispanic,Police Officer,0,0,10055,72510,6,0
Black,Police Officer,11,1,16716,90024,20,2
White,Police Officer,12,2,10982,87006,22,1
White,Police Officer,3,3,9890,90024,9,0
White,Police Officer,16,3,7777,87006,57,5
White,Police Officer,28,5,5509,87006,88,7
Hispanic,Police Officer,43,1,15351,79926,6,29
Asian/Pacific,Police Officer,2,1,10988,80016,20,0
White,Police Officer as Detective,12,4,20138,100980,12,8
White,Police Officer,0,3,11048,72510,7,0
White,Sergeant of Police,16,3,2078,111474,0,9
Black,Lieutenant of Police,18,5,281,117894,5,5
Black,Police Officer,39,4,17972,81252,4,20
Black,Police Officer,7,1,13256,87006,25,2
White,Police Officer,8,12,8831,93354,6,6
White,Police Officer,4,3,8117,90024,10,0
White,Sergeant of Police,11,6,917,104628,65,1
White,Police Officer,5,2,17613,87006,50,0
Hispanic,Police Officer as Detective,11,2,20107,103932,2,9
White,Police Officer,6,1,19702,84054,27,1
Hispanic,Police Officer,1,0,15066,76266,16,0
White,Police Officer,10,9,6637,90024,45,6
White,Police Officer,10,4,16852,75372,89,1
White,Police Officer,1,0,10671,45732,9,0
Asian/Pacific,Police Officer,2,3,15811,87006,19,0
Hispanic,Police Officer,13,9,11915,90024,67,5
White,Police Officer as Detective,1,1,20324,91080,22,0
Unknown,Police Officer,0,0,3232,48078,0,0
Hispanic,Police Officer,0,0,15400,48078,0,0
Hispanic,Police Officer,4,8,14777,90024,11,0
White,Police Officer,4,0,17865,85278,4,2
White,Police Officer,16,3,8111,96060,8,11
White,Police Officer,6,0,12064,84054,15,0
White,Police Officer,1,0,16409,76266,13,0
White,Police Officer / Field Training Officer,16,2,9136,98052,25,9
White,Police Officer,1,2,15359,80016,11,0
White,Police Officer,47,6,7520,93354,62,7
Hispanic,Police Officer,9,4,11347,90024,18,6
White,Police Officer,5,9,8141,90024,4,2
White,Police Officer,7,1,5625,96060,1,1
White,Police Officer,8,1,14652,91338,86,0
Hispanic,Police Officer,15,3,11497,90024,56,3
White,Lieutenant of Police,18,5,178,99642,6,12
White,Police Officer,9,4,16116,90024,17,2
Hispanic,Police Officer,0,0,18442,48078,0,0
Black,Police Officer,2,2,8176,87006,9,0
Black,Police Officer,10,3,18229,90024,4,3
White,Police Officer,2,1,14498,87006,28,1
Black,Police Officer,37,2,12403,90024,9,17
White,Police Officer as Detective,16,3,21109,100980,25,8
Hispanic,Sergeant of Police,6,6,2187,107988,5,2
Black,Police Officer,16,0,6099,87006,44,6
Hispanic,Police Officer,21,6,19066,90024,29,12
White,Police Officer,57,4,12212,90024,161,12
Black,Police Officer,23,4,17355,87006,96,10
Hispanic,Police Officer,1,0,17669,80016,12,0
Asian/Pacific,Police Officer,11,2,14024,78012,3,1
Black,Police Officer,10,5,13192,93354,7,6
White,Police Officer,9,1,7474,90024,50,3
White,Commander,2,7,14,162684,5,1
White,Police Officer,2,1,11138,84054,14,0
White,Sergeant of Police,4,0,1348,96072,0,2
White,Police Officer,5,3,4731,87006,62,1
Black,Police Officer,23,5,7912,95106,3,13
White,Police Officer as Detective,35,6,21094,100980,136,17
White,Police Officer,19,7,15884,90024,10,6
Hispanic,Police Officer,8,2,16012,90024,63,4
White,Police Officer,28,3,6560,92430,55,13
Black,Police Officer,43,1,7424,78360,19,24
Black,Police Officer,7,1,10542,86130,0,2
Asian/Pacific,Police Officer,0,0,12943,48078,0,0
White,Police Officer,11,6,16485,87006,133,2
White,Police Officer,2,6,10279,96060,16,1
Hispanic,Police Officer,7,4,13549,87006,19,0
White,Police Officer,0,0,10195,48078,3,0
Black,Police Officer,29,0,7804,63396,1,10
White,Police Officer,0,2,19468,72510,2,0
Hispanic,Police Officer,0,0,19579,80016,4,0
White,Police Officer,12,5,8284,87006,33,3
Black,Police Officer,24,2,16571,93354,8,12
White,Sergeant of Police,17,5,866,99756,4,9
White,Police Officer,9,4,7513,84054,69,1
Black,Police Officer,5,1,4772,90024,9,2
White,Police Officer,0,3,18524,72510,1,0
Hispanic,Police Officer,5,11,11298,87006,19,0
White,Sergeant of Police,29,8,1580,111474,3,14
White,Lieutenant of Police,9,2,297,121464,0,6
Black,Police Officer,20,2,18267,93354,10,13
Hispanic,Police Officer,12,5,7112,90024,46,5
Black,Police Officer,8,1,15769,87006,11,0
White,Police Officer as Detective,3,8,21044,102900,3,2
White,Police Officer,0,1,14821,90024,1,0
Black,Police Officer,10,3,10421,93354,27,7
Hispanic,Police Officer,0,0,19384,48078,1,0
Hispanic,Police Officer,21,2,17465,90024,80,7
White,Police Officer,1,5,10434,84054,18,0
White,Police Officer,11,4,3102,93354,19,10
Hispanic,Police Officer,24,4,10522,93354,87,8
Black,Police Officer as Detective,7,7,20295,94122,48,1
Black,Police Officer,15,1,19112,93354,2,6
White,Lieutenant of Police,41,2,278,125190,2,22
White,Police Officer,3,3,9988,87006,21,0
White,Sergeant of Police,37,2,2054,107988,103,15
Hispanic,Police Officer,5,10,1223,87006,74,2
White,Police Officer,5,3,5174,84054,81,1
Black,Police Officer,4,3,2974,89718,4,0
White,Police Officer,7,1,4963,87006,28,1
White,Police Officer,12,6,19334,90024,29,7
White,Police Officer,8,4,13987,93354,18,3
White,Police Officer,8,12,4980,90024,150,1
Hispanic,Police Officer,0,1,6803,68616,1,0
Black,Police Officer as Detective,7,5,20407,100980,2,4
Black,Police Officer,2,2,9963,90024,16,1
Hispanic,Police Officer as Detective,11,1,20531,103932,2,11
White,Police Officer,2,0,16694,84054,17,1
White,Police Officer Assigned Evidence Technician,15,6,9326,94524,88,6
Hispanic,Police Officer / Field Training Officer,13,2,17726,94524,27,3
White,Sergeant of Police,10,1,2451,111474,20,4
White,Police Officer as Detective,14,3,21288,100980,11,6
White,Police Officer as Detective,11,1,21454,94122,42,1
Hispanic,Police Officer,6,2,19232,90024,46,2
Black,Police Officer / Field Training Officer,29,1,3481,100980,22,9
White,Police Officer,1,0,11641,84054,85,0
White,Lieutenant of Police,9,1,458,121464,9,2
White,Police Officer,0,0,17612,76266,9,0
White,Sergeant of Police,17,1,1065,111474,0,6
Black,Lieutenant of Police,13,0,404,84630,1,6
White,Sergeant of Police,15,2,2145,102978,0,9
White,Police Officer,0,0,13258,76266,5,0
White,Police Officer,1,2,4313,84054,17,0
White,Police Officer,7,3,19718,93354,36,4
White,Police Officer,14,3,3384,90024,48,3
White,Police Officer,0,1,9932,68616,1,0
White,Sergeant of Police,21,8,1221,104628,60,4
Asian/Pacific,Police Officer,15,4,11981,87006,66,5
White,Police Officer,0,1,9393,68616,1,0
Hispanic,Police Officer,9,1,17714,87006,84,0
Black,Police Officer,21,1,14537,90024,9,5
White,Police Officer as Detective,32,1,21207,87354,2,25
White,Police Officer,18,3,19758,93354,12,7
White,Police Officer,13,13,5946,87006,32,3
White,Sergeant of Police,10,1,1075,111474,7,5
White,Sergeant of Police,12,1,1571,107988,25,2
White,Police Officer,3,1,17583,84054,8,0
Hispanic,Police Officer,1,1,19545,80016,29,0
White,Police Officer,8,2,12659,87006,101,2
White,Police Officer,11,2,17507,87006,100,2
Asian/Pacific,Police Officer,25,1,9817,90024,22,12
Hispanic,Police Officer,8,2,19593,90024,10,4
Hispanic,Police Officer,0,4,9545,87006,20,0
White,Sergeant of Police,20,5,1373,102978,5,12
White,Police Officer,0,0,17430,80016,16,0
Black,Police Officer,16,5,13556,93354,22,10
White,Police Officer,5,6,4847,93354,8,1
White,Sergeant of Police,14,3,1764,105864,15,5
White,Assistant Deputy Superintendent,3,5,1,145452,0,1
Hispanic,Police Officer as Detective,3,5,20708,94122,22,0
Hispanic,Police Officer,2,1,19737,80016,8,0
Hispanic,Police Officer,37,2,3331,90024,150,7
White,Police Officer,4,1,17048,90024,4,2
Black,Police Officer,9,11,4481,87006,26,1
Hispanic,Police Officer,11,6,17325,93354,15,6
White,Sergeant of Police,1,0,1074,102960,0,1
Black,Police Officer,46,2,18609,93354,37,19
Hispanic,Police Officer,11,4,10253,93354,10,7
Black,Police Officer,2,4,8064,84054,15,0
White,Lieutenant of Police,17,1,321,121464,16,7
White,Police Officer,0,0,19832,48078,0,0
Black,Police Officer,15,5,12071,90024,10,7
White,Police Officer,3,1,19756,90024,0,1
White,Police Officer / Field Training Officer,9,4,15874,94524,16,3
Hispanic,Police Officer,0,0,3793,80016,5,0
Black,Police Officer,4,2,8425,90024,3,0
White,Police Officer,16,3,18678,93354,3,8
White,Sergeant of Police,31,1,2114,93276,6,10
Black,Police Officer Assigned Evidence Technician,12,1,14410,94524,14,4
Black,Police Officer,4,3,18422,87006,5,1
Hispanic,Police Officer,16,2,8971,85278,17,11
White,Police Officer as Detective,46,1,8842,92268,10,23
Black,Police Officer,4,1,7512,90024,1,2
Black,Police Officer as Detective,14,2,21093,97440,14,7
White,Police Officer,6,4,5527,93354,11,2
Hispanic,Police Officer,11,3,3716,90024,36,2
Asian/Pacific,Police Officer,3,2,11975,89130,15,0
Black,Police Officer,15,1,11455,86130,1,7
White,Police Officer,16,2,4695,90024,43,3
Hispanic,Police Officer,14,3,10833,87006,65,2
White,Commander,11,6,56,162684,15,4
White,Police Officer,3,3,4594,84054,25,0
White,Police Officer,5,3,16771,93354,3,2
Hispanic,Police Officer,21,1,12458,90024,45,6
White,Police Officer,7,4,17813,95106,9,5
White,Sergeant of Police,19,9,2675,104628,56,1
Asian/Pacific,Police Officer,3,0,10519,80016,9,0
White,Sergeant of Police,35,2,1400,104628,45,19
Hispanic,Police Officer,0,0,17243,72510,1,0
Hispanic,Police Officer,12,3,10239,96060,3,5
White,Sergeant of Police,22,3,1267,107988,10,13
White,Police Officer,1,2,19240,45732,7,0
Hispanic,Police Officer,4,1,14797,87006,71,1
White,Police Officer,15,1,4423,92316,1,8
White,Police Officer,0,0,15123,68616,1,0
Hispanic,Police Officer as Detective,10,2,21035,97440,98,2
White,Police Officer,38,5,17638,90024,126,5
Hispanic,"",0,0,7557,48078,0,0
Hispanic,Sergeant of Police,53,7,809,107988,93,26
White,Police Officer,20,6,3162,93354,24,14
White,Police Officer,10,6,1098,87006,59,3
Asian/Pacific,Police Officer,87,2,14193,93354,269,50
White,Police Officer,8,4,18852,89718,12,3
White,Police Officer,8,1,9412,87006,20,1
Black,Police Officer,25,14,9844,87006,105,6
Hispanic,Police Officer,17,1,17474,96060,10,9
White,Police Officer,0,0,14463,48078,0,0
White,Sergeant of Police,3,7,1626,105864,3,2
White,Police Officer,12,7,14957,95106,15,7
Hispanic,Police Officer,4,0,19462,84054,23,0
Hispanic,Police Officer,11,1,14901,90024,33,1
White,Police Officer,38,2,13869,90024,69,23
Black,Police Officer,56,1,4299,95106,11,37
Asian/Pacific,Police Officer,0,1,12005,68616,2,0
White,Police Officer / Field Training Officer,15,3,5209,91338,27,6
Hispanic,Police Officer,1,1,16131,76266,11,0
Black,Police Officer,17,4,1290,90024,35,7
White,Police Officer,14,10,21303,103932,18,10
White,Police Officer,3,4,13831,93354,6,1
White,Police Officer,0,0,16845,76266,5,0
White,Police Officer,4,4,14134,87006,14,0
Hispanic,Police Officer,3,1,12327,84054,12,1
Hispanic,Police Officer,5,2,17142,80016,24,1
White,Police Officer,8,2,13733,87006,23,3
Hispanic,Police Officer,6,1,16068,45732,24,0
Hispanic,"",17,1,3670,162684,24,1
White,Police Officer,16,2,11087,90024,22,9
Hispanic,Police Officer,2,7,17308,87006,20,0
White,Police Officer,38,6,16160,83604,14,21
Hispanic,Police Officer,0,0,17314,76266,7,0
Hispanic,Commander,24,9,484,162684,16,10
Black,Police Officer,1,1,7211,84054,22,0
Hispanic,Police Officer Assigned Evidence Technician,3,4,8741,88296,50,0
Hispanic,Sergeant of Police,6,6,2228,107988,8,1
White,Sergeant of Police,3,3,2218,102960,1,2
White,Police Officer,3,1,3117,80016,15,0
White,Police Officer,17,8,9677,96060,11,11
White,Police Officer,17,10,16143,87006,127,3
White,Police Officer,1,1,16307,84054,15,0
White,Police Officer,7,4,12972,87006,12,0
White,Police Officer,12,3,3505,96060,35,6
Hispanic,Police Officer as Detective,38,3,21302,100980,3,25
White,Police Officer,14,4,18956,93354,40,7
White,Police Officer as Detective,20,9,20060,99978,5,6
Black,Police Officer as Detective,3,5,21497,97440,1,1
Hispanic,Police Officer,3,2,18830,87006,14,2
Black,Police Officer,11,5,17626,90024,23,4
White,Police Officer,1,3,16215,87006,25,1
White,Police Officer,20,2,19144,92430,13,3
Black,Police Officer,5,2,6683,87006,15,2
White,Lieutenant of Police,39,12,416,125190,16,27
Black,Police Officer as Detective,6,6,21661,94122,2,3
White,Police Officer,0,0,10452,68616,8,0
Hispanic,Police Officer,1,0,16829,80016,26,0
Black,Sergeant of Police,4,10,1281,111474,11,0
White,Police Officer,36,10,9040,90024,6,14
Hispanic,Police Officer,4,4,10129,87006,41,0
White,Police Officer,13,3,12240,93354,56,4
Hispanic,Police Officer,13,1,17965,95106,0,7
Hispanic,Police Officer,14,3,7424,90024,12,2
White,Sergeant of Police,18,1,578,107988,61,8
Hispanic,Police Officer,15,1,5674,93354,33,8
White,Sergeant of Police,6,3,2445,101958,2,3
Hispanic,Police Officer,1,1,8264,84054,19,0
White,Police Officer,8,4,5582,93354,11,5
Hispanic,Police Officer,15,2,10756,93354,9,0
White,Police Officer,17,2,17755,90024,15,6
Hispanic,Police Officer,18,2,6875,87006,100,2
White,Police Officer,16,3,14164,87006,110,4
Asian/Pacific,Police Officer,5,1,13774,90024,7,1
White,Police Officer Assigned Canine Handler,26,2,13953,98052,5,19
White,Police Officer,6,3,16021,90024,8,1
White,Police Officer as Detective,8,2,20206,103932,0,4
Hispanic,Police Officer,0,1,11769,72510,6,0
White,Police Officer,6,3,9260,90024,57,1
White,Police Officer,9,2,13147,89718,19,4
White,"",0,0,8548,48078,0,0
White,"",0,0,7399,48078,0,0
Black,Police Officer,15,6,13333,87006,50,7
White,Police Officer,14,2,18916,93354,47,8
Black,Police Officer,9,1,11615,96060,1,5
White,Police Officer,11,4,10467,96060,19,6
White,Police Officer,1,1,13999,72510,6,0
White,Police Officer,14,11,18347,93354,27,8
White,Police Officer,4,1,4462,87006,17,1
Hispanic,Police Officer,10,1,4170,93354,2,6
White,Police Officer,21,2,16024,93354,2,13
White,Police Officer,15,2,18840,90024,38,2
Black,Police Officer,1,0,13989,72510,0,0
Black,Police Officer,8,2,15548,87006,6,1
Black,Police Officer,33,1,19033,93354,6,14
White,Police Officer,5,2,14276,87006,47,0
White,Lieutenant of Police,24,3,194,101634,12,17
Hispanic,Police Officer,1,0,15419,84054,35,0
Hispanic,Police Officer,0,0,17900,72510,8,0
White,Sergeant of Police,9,5,2602,101442,46,0
Hispanic,Police Officer,1,1,18779,80016,9,1
White,Sergeant of Police,21,9,2311,111474,4,6
White,Police Officer,5,2,4904,69264,5,2
White,Police Officer as Detective,26,1,20262,90540,27,17
Hispanic,Police Officer,13,2,14132,87006,22,1
Black,Police Officer,5,3,14514,80724,2,2
Hispanic,Police Officer,44,9,14101,96060,26,27
White,Lieutenant of Police,18,3,344,125190,4,13
White,Police Officer,9,9,11885,90024,23,2
Hispanic,Sergeant of Police,12,3,2247,101442,76,2
Hispanic,Police Officer,11,6,17241,87006,48,0
White,Police Officer,8,2,14712,86130,9,4
White,Sergeant of Police,6,1,1265,107988,1,2
White,Police Officer as Detective,3,3,20522,97440,3,3
Black,Police Officer,4,4,14871,87006,48,0
Hispanic,Police Officer as Detective,30,3,20083,93192,53,14
White,Police Officer,5,4,3267,90024,101,1
White,"",0,0,8023,48078,0,0
Black,Police Officer,8,4,16630,93354,13,2
White,Police Officer,13,9,18800,83616,35,3
Black,Police Officer,1,3,17693,76266,3,0
